52,50,52,59,60,52,50,52,59,60,52,50,52,59,60,52,50,52,52,52,50,52,52,52,50,52,59,60,52,50,52,52,52,50,52,52,52,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,50,52,59,60,52,50,52,59,60,52,50,52,59,60,52,50,52,52,52,50,52,52,52,50,52,59,60,52,50,52,52,52,50,52,52,52,50,52,59,52,50,52,52,52,50,52,52,50,52,50,52,52,52
