0,2,4,6,8,10,12,16,18,20,24,26,28,32,34,36,38,40,42,44,46,48,50,52,54,56,64,66,68,70,72,74,76,80,82,84,88,90,92,96,98,100,102,104,106,108,112,114,116,120,128,130,132,134,136,138,140,144,146,148,152,154,156,160,162,164,166,168,170,172,174,176,178,180,182,184
83,85,86,88,90,86,90,89,85,89,88,84,88,83,85,86,88,90,86,90,95,93,90,86,90,93,90,92,94,95,97,94,97,98,94,98,97,94,97,90,92,94,95,97,94,97,98,94,98,97,83,85,86,88,90,86,90,89,85,89,88,84,88,83,85,86,88,90,86,90,95,93,90,86,90,93
