0,32,32,40,40,48,48,56,56,68,68,71,72,80,80,88,88,96,96,104,104,116,116,119,120,128,128,136,136,144,144,152,152,160,160,164,164,167,168,171,172,175,176,184,184,192,192,200,200,212,212,215,216,224,224,232,232,240,240,248,248,260,260,263,264,272,272,280,280,283,284,287,288,292,292,295,296,308,308,311,312,320,320,324,324,327,328,336,336,344,344,368
42,0,48,0,48,0,50,0,47,0,48,0,50,0,52,0,52,0,53,0,52,0,50,0,48,0,50,0,48,0,47,0,48,0,48,0,50,0,52,0,53,0,55,0,55,0,55,0,55,0,53,0,52,0,53,0,53,0,53,0,53,0,52,0,50,0,52,0,53,0,52,0,50,0,48,0,52,0,53,0,55,0,57,0,53,0,52,0,50,0,48,0
